id,label,description_short,description_long,salary,study_time,dimensions_list,tags_list,certificates_list
115,chargé / chargée d'études économiques,"Le chargé d'études économiques étudie et analyse la conjoncture économique. À l'aide de savants calculs, il établit des prévisions pour un organisme public ou une entreprise tout en suivant de près les marchés boursiers et la concurrence."," <h1> chargé / chargée d'études économiques </h1> <h2> Nature du travail </h2> <h3> S'informer et deviner </h3>  <p> Dans quels pays un groupe peut-il s'implanter et quels sont les risques ? Allons-nous connaître une période de récession ? Ces questions complexes exigent des analyses approfondies. Le chargé d'études économiques s'efforce d'y répondre en étudiant les statistiques, en construisant des modèles économiques sophistiqués et en produisant des extrapolations. Surtout, il dispose d'une culture économique bâtie sur des lectures, des rencontres et des voyages, qui l'aide à pressentir des évolutions que les chiffres ne révèlent pas. </p>  <h3> Travail de veille </h3>  <p> La fonction implique un important travail de veille et de repérage. Il faut collecter de nombreuses informations et données chiffrées avant de les interpréter. Rédiger une étude exige un travail de fond. </p>  <h3> L'économie au quotidien </h3>  <p> Le chargé d'études économiques dispose de sources d'information qu'il alimente ou utilise régulièrement : presse économique, bases de données statistiques, enquêtes et rapports, relations avec des instituts de conjoncture, des centres de recherche, des fédérations professionnelles... À partir de ses analyses, il publie des notes et des études, ou intervient à l'oral. Analyses de coûts ou de prix, études de marché ou de financement, prévisions de risques financiers font partie de ses travaux. </p>  <h2> Compétences requises </h2> <h3> Doté de connaissances techniques </h3>  <p> Le chargé d'études économiques utilise des outils statistiques et de gestion de base de données (comme SAS, par exemple). La pratique de l'anglais est indispensable, notamment dans le domaine de la finance. </p>  <h3> Curieux, intuitif, convaincant </h3>  <p> Sans cesse à l'affût d'une information, cet analyste doit avoir un esprit de synthèse, afin de rapprocher des données dispersées et d'en tirer une analyse pertinente. Son intuition lui permet de se forger une conviction par-delà les chiffres. Il est à l'écoute des besoins des responsables de son entreprise afin de leur communiquer rapidement tout élément intéressant. Des qualités d'expression écrite et orale sont donc nécessaires : pour que ses messages soient compris, ils doivent être clairs. </p>  <h3> À l'aise avec les chiffres </h3>  <p> Entre statistiques industrielles, indices économiques et modèles mathématiques... le chargé d'études économiques étudie les chiffres sous tous les angles. Il aime les analyser et les manipuler, avec l'aide d'outils informatiques. </p> ",2000,18,,"813,814,824,846,888,912,914,1211,1713,1996,3190,4472,7192,8215,59730,59742,59743,60724,60737,60750,60775,60784,60811,60846,60869,60907,60986,61013,61039","9985,9987,10469,10405,10409,10538,10539,10540,10541,10542,10543,10544"
114,chargé / chargée d'affaires en génie mécanique,"Le chargé d'affaires en génie mécanique commercialise des produits de l'industrie, qu'il s'agisse d'une machine-outil ou de produits beaucoup plus complexes. Il intervient depuis la prospection de clients jusqu'au service après-vente."," <h1> chargé / chargée d'affaires en génie mécanique </h1> <h2> Nature du travail </h2> <h3> Négociation </h3>  <p> Parallèlement, le chargé d'affaires en génie mécanique doit fidéliser ses clients grâce à des rendez-vous et appels réguliers, et négocier de nouveaux contrats. Il doit alors coordonner les études techniques (surtout dans le cas de produits spécifiques) et les études de prix, rechercher d'éventuels partenaires sous-traitants (si le projet inclut des éléments qui dépassent les compétences de son entreprise). Il rédige les offres et les contrats. </p>  <h3> Prospection </h3>  <p> Comme tout commercial, le chargé d'affaires en génie mécanique doit d'abord établir ou étoffer son fichier de clients potentiels afin de leur proposer ses produits et services. Il s'agit de vendre des produits industriels plus ou moins standardisés, ou des produits qu'il devra adapter aux besoins spécifiques du client. Il est chargé d'une zone géographique ainsi que d'un ou plusieurs produits de l'entreprise. Il étudie les appels d'offres en termes de faisabilité et de rentabilité pour son entreprise avant d'y répondre éventuellement. </p>  <h3> Suivi </h3>  <p> Il assiste ses clients dans la mise en place du projet de génie mécanique vendu. Il est à l'interface entre son entreprise et le client pour que tout se passe comme prévu. Il assure le transfert du dossier aux équipes chargées de la production mais reste l'interlocuteur du client. </p>  <h2> Compétences requises </h2> <h3> Gestion de projet </h3>  <p> Il doit savoir gérer un projet et un planning, et avoir une forte capacité d'adaptation. Sa bonne culture technico-commerciale lui permet d'être apte à négocier et à gérer la relation client-fournisseur. </p>  <h3> Écoute et communication </h3>  <p> Il sait travailler en équipe avec des profils variés et a un très bon relationnel. Il communique bien et maîtrise l'anglais. Curieux, il est à l'écoute du client et des innovations dans son domaine d'activité. </p>  <h3> Maîtrise technique </h3>  <p> Le chargé d'affaires en génie mécanique allie des compétences techniques et commerciales. Il doit être capable d'analyser et de synthétiser des informations scientifiques et techniques, tout en apportant des solutions cohérentes à un besoin précis. Pour cela, il doit être rigoureux et doit parfaitement maîtriser le secteur d'activité de son entreprise. </p> ",1960,17,,"824,888,925,1137,1235,1263,1311,1996,2100,2157,2521,2932,3395,3405,5013,6964,8215,9194,59730,59756,60721,60737,60745,60771,60791,60805,60846,60861,60869,60889,60893,60907,60946,60953,60988,60989,61013,61016,61047","10528,10081,10529,10530,10500,10531,10532,10533,10534,10535,10536,10537,10526,10527"
113,chargé / chargée d'affaires en génie climatique,"Ventilations, appareils de surpression d'eau, planchers chauffants, climatisations... pour chaque type de bâtiment, le chargé d'affaires en génie climatique vend la solution adaptée à des entreprises clientes."," <h1> chargé / chargée d'affaires en génie climatique </h1> <h2> Nature du travail </h2> <h3> Conduite de projet </h3>  <p> Après la signature du contrat, il suit la préparation des chantiers, supervise l'installation des équipements et assure le bon déroulement du projet (respect des coûts, de la qualité et des délais). Une fois les travaux terminés, il assure la mise en service de l'installation, en présence du client, et le service après-vente. </p>  <h3> Démarche commerciale </h3>  <p> Le chargé d'affaires en génie climatique répond aux dossiers d'appel d'offres, en tenant compte des contraintes et des demandes des clients (entreprises de bureaux, de logements, aéroports, hôpitaux, etc.) pour leur proposer des solutions techniques adaptées en matière de température et de qualité de l'air. Il analyse d'abord la demande, via un cahier des charges (un hôpital peut exiger une atmosphère stérile en bloc opératoire, par exemple). Avec l'aide des ingénieurs d'études en génie climatique, il élabore une série de propositions techniques. </p>  <h3> Devis et négociations </h3>  <p> Le chargé d'affaires en génie climatique établit un devis, puis entame les négociations avec le client. Une fois celui-ci convaincu, il élabore les contrats mentionnant les caractéristiques techniques, les prix et les délais de réalisation des projets. Il est garant des relations commerciales, et veille à la rentabilité et à la qualité des projets. </p>  <h2> Compétences requises </h2> <h3> Un manager opérationnel </h3>  <p> Il connaît également les techniques de gestion de projet. Il encadre souvent une équipe d'une quinzaine de personnes sur le terrain. Il coordonne et planifie les équipes intervenantes sur les projets, communique et échange avec elles en intégrant les attentes des clients et des éventuels sous-traitants. Il manage les personnels, anime des réunions et travaille en équipe pluridisciplinaire. </p>  <h3> Une double compétence </h3>  <p> Le métier exige une double compétence. Le chargé d'affaires en génie climatique est généralement un ingénieur qui possède des compétences techniques pointues en génie climatique (en matière de chauffage, climatisation, énergies renouvelables, etc.), mais il doit aussi avoir le sens des affaires. C'est un as de la négociation et c'est à lui de convaincre les clients (promoteurs, constructeurs, architectes...). Il maîtrise les techniques de vente et de marketing, et il sait se montrer à l'écoute. </p>  <h3> De multiples connaissances </h3>  <p> Lorsqu'il s'adresse à des acheteurs institutionnels, il doit connaître les règles du secteur public pour répondre correctement aux appels d'offres. Il a des notions en droit des affaires. Enfin, l'anglais est parfois nécessaire pour répondre aux projets internationaux. </p> ",2000,16,,"519,723,732,860,888,925,1137,1230,1235,1912,1996,2100,2157,6964,8215,9194,13788,17527,34537,59711,59730,59756,60721,60737,60745,60763,60791,60798,60805,60846,60852,60861,60901,60907,60946,61013","10103,10104,10521,10522,10523,10524,10525"
112,charcutier-traiteur / charcutière-traiteuse,"Des terrines aux plats cuisinés en passant par les saucisses, les charcutiers-traiteurs préparent et vendent une multitude de produits. À mi-chemin entre la boucherie et la cuisine, ce métier complet offre de très bons débouchés."," <h1> charcutier-traiteur / charcutière-traiteuse </h1> <h2> Nature du travail </h2> <h3> De la préparation à la vente </h3>  <p> Cet artisan est aussi un commerçant. À lui de veiller à la qualité de ses produits, de soigner leur présentation et d'avoir de l'imagination pour suggérer des idées de repas à ses clients. En tant que traiteur, il peut les conseiller dans le choix d'un menu ou la composition d'un buffet. Il peut effectuer lui-même les livraisons des commandes. Voire prendre en charge l'organisation complète de réceptions, du décor jusqu'au service. Quand il est chef d'entreprise, ce professionnel est également un gestionnaire. Il établit alors des devis, planifie les achats et les commandes, et tient la comptabilité de son commerce. </p>  <h3> L'art du cochon </h3>  <p> Rillettes du Mans, andouille de Vire, jambon de Bayonne... Le charcutier-traiteur est le garant d'une tradition culinaire ancienne. Sa spécialité : confectionner des préparations à base de viande de porc. Il travaille cependant aussi d'autres viandes (boeuf, volaille, gibier), des poissons et des légumes, et concocte une grande variété de hors-d'oeuvre et de plats cuisinés, chauds ou froids. Dans son laboratoire, le charcutier-traiteur découpe et désosse lui-même les bêtes, trie et répartit les morceaux de viande qu'il sale et fume avant la cuisson. </p>  <h2> Compétences requises </h2> <h3> Commerçant et fin gourmet </h3>  <p> La volonté d'apprendre et la curiosité sont fondamentales pour acquérir les techniques du métier et pour progresser. Mieux vaut également être organisé, créatif et, bien sûr, fin gourmet. Enfin, le professionnel qui souhaite diriger un service ou sa propre entreprise doit posséder des connaissances en gestion. Pour fidéliser une clientèle, il doit avoir le sens du contact et un tempérament commercial, savoir s'adapter à l'évolution des goûts et être une force de proposition. </p>  <h3> Savoir tout faire </h3>  <p> Polyvalent, le charcutier-traiteur possède plus d'une corde à son arc. Il sait apprécier la qualité des morceaux d'une viande, la découper et la préparer. Fin cuisinier, il connaît différentes techniques de cuisson, fumage, saumure, salaison et conservation. Certaines préparations à base de pâte demandent également le tour de main du pâtissier. Sans oublier une certaine force pour transporter les carcasses et utiliser de lourdes machines (fumoir, étuve...). </p> ",1466,15,,"771,925,1137,1641,2930,4035,4373,5667,34537,59724,60721,60747,60841","10520,10475"
111,chanteur / chanteuse,"Opéra, jazz, rock, variétés... autant de voies pour une seule voix ! Mais ne devient pas chanteur qui veut : les passionnés devront fournir des efforts et s'entraîner sans relâche pour espérer gagner les faveurs du public."," <h1> chanteur / chanteuse </h1> <h2> Nature du travail </h2> <h3> ...et des musiques actuelles </h3>  <p> Le chanteur de musique actuelle (variétés, rock, jazz, rap, musiques électroniques...) interprète des chansons ou des morceaux de musique qu'il a pu composer lui-même ou créer par des auteurs-compositeurs. Si la voix reste essentielle, le look et le charisme occupent une place importante dans la réussite de la carrière. Celle-ci peut-être menée en solo ou au sein d'un groupe. Les enregistrements en studio et la promotion des albums alternent avec les concerts. Certains chanteurs peuvent aussi participer à des comédies musicales. </p>  <h3> Du côté des musiques classiques... </h3>  <p> Le chanteur lyrique interprète le répertoire classique selon le timbre de sa voix : ténor, soprano, contralto, baryton... Lors de représentations, il peut faire partie de la distribution d'opéras ou d'opérettes. Choriste, il interprète avec d'autres chanteurs une oeuvre musicale. Soliste, il interprète une partie ou l'intégralité d'une oeuvre et interprète alors des solos. </p>  <h2> Compétences requises </h2> <h3> Technique </h3>  <p> Un chanteur doit maîtriser sa voix à la perfection. Il lui faut donc connaître les techniques respiratoires, d'échauffement et de diction. Il sait placer sa voix et exploiter toutes ses possibilités. Les techniques d'interprétation et de mémorisation n'ont pas non plus de secret pour lui. </p>  <h3> Persévérance </h3>  <p> Mais le talent ne suffit pas. Force d'expression, technique, étendue vocale (tessiture) et timbre de voix s'entretiennent au quotidien. Le chanteur doit maîtriser différents répertoires et plusieurs langues vivantes (italien, allemand, russe, anglais...) afin de chanter de façon réaliste dans ces langues. La ténacité est essentielle pour démarcher les maisons de disques et participer à des auditions. Enfin, une bonne résistance physique est indispensable pour supporter un rythme souvent intense. </p>  <h3> Talent </h3>  <p> Doté d'une grande sensibilité artistique pour interpréter les oeuvres de la façon la plus juste, le chanteur se caractérise avant tout par son talent. Il doit être créatif pour pouvoir improviser sur scène, composer des arrangements, voire écrire ses propres chansons. </p> ",1700,21,,"613,1023,1160,1838,2556,2932,3405,4723,5013,5015,9194,21095,59722,60731,60732,60735,60765,60812,60813,60836,60865,60879,60889","10432,10433,10518,10519"
110,céramiste,"Poteries vernissées, grès, porcelaines, faïencesé issues du mélange de l'argile et de l'eau après cuisson, ces créations surgissent des mains du céramiste qui procède ensuite à leur décoration."," <h1> céramiste </h1> <h2> Nature du travail </h2> <h3> Séchage et cuisson </h3>  <p> Viennent ensuite le séchage et la cuisson dans un four à bois, à gaz ou électrique, de petite ou grande dimension, à plus ou moins forte température. Cette opération permet la vitrification des pâtes et la fixation des couleurs. Le raku, par exemple, est une technique qui consiste à cuire rapidement entre 900 et 1050 °C, puis à défourner brutalement pour créer un choc thermique qui fait craqueler l'émail. </p>  <h3> Décalcomanie ou sérigraphie </h3>  <p> Les pièces ainsi façonnées sont décorées sur émail (porcelaine) ou sous émail (faïences). Les décors sont réalisés par la pose de décalcomanies ou par la sérigraphie pour les fabrications en série. Les produits de grande valeur sont décorés à la main. Une activité qui se décline en plusieurs spécialisations : décor au pinceau, filetage et brunissage de l'or, polissageé Autre facette du métier : la fabrication de moules de coulage pour la réalisation de pièces en série. Un travail accompli par le technicien modeleur spécialisé en céramique. </p>  <h3> Façonnage des pièces </h3>  <p> Il existe plusieurs techniques de façonnage : le modelage avec les doigts et quelques instruments (spatules, racloirs et stylets) ; le tournage à l'aide d'un tour ; le coulage de la matière dans des moulesé </p>  <h3> Préparation des terres </h3>  <p> Le céramiste prépare d'abord la terre qu'il va modeler. Il la lave, la bat et la pétrit pour lui donner l'homogénéité nécessaire, chasser les corps étrangers et les bulles d'air. Il procède ensuite à son façonnage. </p>  <h2> Compétences requises </h2> <h3> Habileté manuelle, patience et minutie </h3>  <p> Le céramiste travaille avec ses mains. Lors du modelage, pour donner forme à ses oeuvres, il doit faire preuve de beaucoup de doigté et d'une certaine forme physique. La décoration des céramiques demande aussi de la patience et de la minutie. Le savoir-faire du céramiste s'exerce aussi dans le maintien des grandes traditions du décor céramique (Moustiers, Longwy, Giené). Le travail sur certaines pièces peut demander plusieurs dizaines d'heures. </p>  <h3> Sens artistique </h3>  <p> Pour modeler un objet ou pour le décorer, le céramiste doit faire preuve d'un grand sens artistique. Qu'il fasse des objets usuels ou décoratifs, il doit aussi se montrer créatif pour émouvoir sa clientèle et en attirer une nouvelle. Le design de l'objet est aujourd'hui primordial. Les facultés du céramiste à la création originale sont donc essentielles. Une bonne connaissance de l'histoire de l'art s'impose également. </p> ",1365,15,,"624,631,771,1023,1435,1641,3515,5667,6418,59722,59750,59751,59764,60721,60731,60755,60781,60812,60813,60836,60839,60847,60887,60888","10514,10515,10516,10517"
109,caviste,"De l'arrivée du raisin en cave à l'expédition des bouteilles, chaque étape est sous contrôle du caviste. Dans une coopérative, chez un exploitant ou un négociant, ses responsabilités varient selon son niveau de formation."," <h1> caviste </h1> <h2> Nature du travail </h2> <h3> Avant les vendanges </h3>  <p> L'ouvrier caviste intervient à tous les stades de la fabrication du vin. Avant les vendanges, il prépare et nettoie les caves et les cuves. Puis il vérifie l'état du matériel (pressoirs, joints, pompes...). </p>  <h3> Valoriser les vins </h3>  <p> Le technicien caviste peut participer à la production du vin et le goûter pour l'améliorer, si nécessaire. Autre rôle : organiser et gérer le stockage des fûts (tonneaux) et prendre en charge la commercialisation des produits, sous la responsabilité du chef de cave. Chez un négociant, le caviste reçoit des vins de différentes provenances, qu'il assemble (mélange). Il pratique des analyses sommaires et suit le vin en fonction de sa destination : vente en vrac ou mise en bouteilles. </p>  <h3> De la grappe à la bouteille </h3>  <p> Après la récolte, le caviste réceptionne le raisin et le transvase dans les cuves. Tous les jours, il suit de près sa macération et sa fermentation jusqu'à ce que le jus de raisin se transforme en alcool. Puis il extrait le jus, le filtre et le clarifie. Dès que le vin est bon à déguster, le caviste le met en bouteilles et l'étiquette. </p>  <h2> Compétences requises </h2> <h3> Attention et rigueur </h3>  <p> Dans toutes ses activités, le caviste doit faire preuve d'adresse et d'une grande rigueur. Le vin est un produit fragile et vivant dont la fabrication nécessite attention constante, savoir-faire et hygiène irréprochable. </p>  <h3> Des connaissances techniques </h3>  <p> Pour assurer la maintenance des matériels, quelques connaissances mécaniques sont nécessaires au caviste. Il doit pouvoir réparer une pompe, nettoyer un filtre ou entretenir un poussoir (pièce qui permet d'acheminer le raisin vers le pressoir). </p>  <h3> Un métier physique </h3>  <p> Son métier requiert une solide résistance physique. Par exemple, pour manipuler des fûts (tonneaux) très lourds et travailler dans une atmosphère humide. C'est la raison pour laquelle les cavistes sont plus souvent des hommes. </p>  <h3> Du goût et du talent </h3>  <p> Le caviste doit avoir du nez, un palais sensible et une bonne faculté de concentration pour pouvoir évaluer la qualité des cuvées. Ce talent de dégustation est important, notamment dans les maisons de négoce où sont assemblés des vins de provenances diverses. </p> ",1466,15,,"631,925,1137,2932,4196,6405,34537,60721,60747,60893","10512,10513,10262"
108,cartographe,"Le travail du cartographe a pour but de donner une représentation visuelle d'un territoire, que celui-ci soit défini par des notions abstraites (carte politique, démographique...) ou par des éléments physiques (carte marine, routière, géologique...)."," <h1> cartographe </h1> <h2> Nature du travail </h2> <h3> ... ou topographe </h3>  <p> Le cartographe topographe, comme celui de l'IGN (Institut géographique national) par exemple, est un scientifique spécialiste de la géographie physique et un bon mathématicien féru de SIG (systèmes d'information géographique). Il réalise des représentations de l'espace et des réalités physiques : réseau routier, réseau fluvial, relief des sols... </p>  <h3> Cartographe géographe...  </h3>  <p> On distingue deux grandes catégories de cartographes.Le cartographe géographe est un universitaire formé à la géographie humaine. Il s'intéresse à la cartographie thématique et réalise des cartes sur des sujets précis, comme la répartition de la population, l'évolution d'une opinion politique, l'espérance de vie... Son travail s'appuie sur des outils statistiques et informatiques (les SIG, systèmes d'information géographique), et sur des prises de vue aériennes et par satellite (télédétection). Après avoir interprété les données, il choisit leur mode de représentation graphique (2 ou 3D pour une image en relief), qu'il réalise sur un support papier ou en images virtuelles. Les applications de la cartographie sont multiples : simuler des évolutions urbaines en fonction de la démographie, du nombre d'entreprises ou d'écoles, prévoir des évolutions environnementales... </p>  <h2> Compétences requises </h2> <h3> Une part de créativité </h3>  <p> Le cartographe doit également être doté d'un certain sens artistique. Précis et créatif, il est amené à choisir des présentations et des styles différents en fonction du projet sur lequel il travaille. En effet, il n'y a rien de commun entre une carte destinée à une collectivité locale, pour prendre la décision d'implanter ou non un centre commercial par exemple, et celle qui sert au grand public pour se repérer dans une ville. Le cartographe doit donc s'adapter à chaque demande et respecter les délais imposés. Avec de l'expérience, le cartographe devient force de proposition. </p>  <h3> L'informatique omniprésente </h3>  <p> Pour concevoir des cartes sur des thèmes variés, le cartographe doit maîtriser les outils graphiques, mais aussi et surtout l'outil informatique, devenu indispensable. Un intérêt pour les technologies de l'information est nécessaire, le cartographe composant désormais avec les SIG (systèmes d'information géographique). Des compétences en programmation constituent un réel plus à l'embauche. La connaissance de l'anglais est également requise. Une mise à jour régulière et l'apprentissage des nouveaux outils et logiciels sont nécessaires. </p> ",2000,17,,"714,749,824,959,1253,1315,1319,1391,2281,2415,2476,2633,2927,3213,3301,3692,60743,60756,60787,60819,60822,60823,60858,60875,60885,60887,60888,60919,60920,60948,60949,60965,60967,60978,61012,61021,61026,61051,61059","10504,10505,10506,10507,10508,10509,10510,10511"
107,carrossier / carrossière,"Changer un pare-chocs ou redresser de la tôle froissée, c'est l'affaire du carrossier réparateur. Ensuite c'est au peintre de prendre le relais pour donner au véhicule son aspect définitif. Parfois il s'agit d'une seule et même personne."," <h1> carrossier / carrossière </h1> <h2> Nature du travail </h2> <h3> Prendre soin des équipements </h3>  <p> Il est souvent amené à démonter des équipements électriques ou électroniques qu'il doit bien connaître pour ne pas commettre d'erreurs. Il peut également donner forme à des matériaux composites ou traiter les surfaces (protection, étanchéité, insonorisation). </p>  <h3> Il répare ou remplace  </h3>  <p> Le carrossier prend d'abord connaissance de l'étendue des dégâts. Il démonte les éléments endommagés et les remet en état par débosselage, planage, ponçage ou bien il les remplace. Il effectue également tous les travaux de remise en état du châssis. Puis il réalise des contrôles à l'aide d'un banc de mesure pour respecter les normes fixées par le constructeur. </p>  <h3> Le peintre entre en scène </h3>  <p> Le peintre en carrosserie intervient ensuite. Il prépare le véhicule en améliorant la qualité de la surface (masticage, ponçage...). Il applique notamment l'antirouille. Puis, il prépare la peinture en recherchant la teinte à l'aide du nuancier. Enfin, après avoir protégé les parties intactes, il peut appliquer la peinture au pistolet, effectuer les retouches et les finitions dans une cabine. </p>  <h2> Compétences requises </h2> <h3> De nouveaux matériaux </h3>  <p> Le carrossier maîtrise les techniques traditionnelles du travail des métaux, ainsi que les divers procédés d'assemblage (soudage, rivetage, collage...). Mais aujourd'hui, il est appelé à élargir ses compétences. Les voitures utilisant de nouveaux matériaux, il doit savoir travailler le plastique comme le métal. De même, le peintre en carrosserie est amené à appliquer sa technique sur de l'aluminium et du plastique. </p>  <h3> Des mains en or </h3>  <p> L'habileté manuelle est indispensable pour exercer ces métiers, qui demandent également minutie et conscience professionnelle. Une bonne résistance physique est souhaitable, et il est recommandé de ne pas être allergique aux peintures, solvants ou poussières. </p>  <h3> Aptitudes à la communication </h3>  <p> Par ailleurs, le démontage et le remontage des lignes de câbles ou des capteurs à l'intérieur des carrosseries obligent le carrossier réparateur à connaître les matériels électriques et électroniques ainsi que leur mode d'installation. Enfin, l'aptitude au dialogue avec de nombreux interlocuteurs (clients, experts, etc.) est devenue essentielle à son activité. </p> ",1466,15,,"624,1023,1320,3220,3301,59750,59751,59764,60768,60771,60775,60781,60822,60855,60856,60887,60888","10496,10497,10498,10499,10500,10501,10502,10503,10495"
106,carreleur / carreleuse-mosaïste,"C'est l'artiste des sols et des murs. Le carreleur-mosaïste intervient une fois le gros oeuvre terminé, sur les façades, dans les salles de bains, les cuisines et les piscines. Créatif, il sait s'adapter au style de vie et au goût de ses clients."," <h1> carreleur / carreleuse-mosaïste </h1> <h2> Nature du travail </h2> <h3> Préparer les surfaces  </h3>  <p> Qu'il s'agisse d'un sol de cuisine ou d'un mur extérieur, le carreleur effectue d'abord un relevé très précis du lieu de l'ouvrage. Puis il prépare le support des carreaux et réalise une chape de ciment. Il trace ensuite les repères qui permettront le bon alignement des carreaux. </p>  <h3> Poser les carreaux  </h3>  <p> Les carreaux sont posés en harmonisant les formes et les couleurs. Ils sont fixés au sol ou au mur à l'aide d'un mortier ou de colles chimiques, ce qui donne une fixation très solide qui peut être renforcée, avant séchage, à la batte ou au maillet. Pour les joints, le carreleur s'arme d'une spatule et de ciment éventuellement teinté. Il ne lui reste alors qu'à nettoyer ou poncer le carrelage pour obtenir un résultat impeccable. </p>  <h3> Décorer et rénover  </h3>  <p> Céramique, porcelaine, grès, ardoise, marbre, faïence, pierre naturelle, pâte de verre ou même plastique : pour habiller les sols et les murs, le carreleur-mosaïste a un large choix de matériaux plus ou moins lourds, plus ou moins fragiles et cassants.De plus en plus, cet artiste de la mosaïque est amené à développer sa créativité dans des ouvrages de décoration. Il peut aussi intervenir sur des chantiers de rénovation et d'entretien. </p>  <h2> Compétences requises </h2> <h3> Bon contact et conseils avisés  </h3>  <p> Par sa connaissance de toute la gamme des possibilités (produits, matières, couleurs, tendances ou caractéristiques régionales), le carreleur-mosaïste peut conseiller ses clients et les aider à choisir les motifs décoratifs et les matériaux selon l'usage de la pièce et leur style de vie. Les contraintes réglementaires, notamment acoustiques, amènent le carreleur-mosaïste à concevoir et proposer des solutions adaptées à chaque situation. Des qualités relationnelles et commerciales représentent alors un réel atout. </p>  <h3> Sens esthétique et habileté  </h3>  <p> Le carreleur est aussi un peu artiste : il doit faire preuve de créativité et avoir un sens esthétique certain pour agencer les carreaux avec goût. Il doit aussi être rigoureux et patient, savoir travailler avec soin, habileté et propreté dans des positions souvent inconfortables. </p>  <h3> Technicité et précision  </h3>  <p> Ce métier exige la technicité du maçon pour réaliser des chapes de ciment ou un mortier de pose. Une bonne connaissance des matériaux et des procédés (enduit, découpe, joints...) est indispensable. Le carreleur doit posséder le goût du calcul, de la précision et du dessin. </p> ",1466,15,,"714,749,771,1023,3301,5667,6418,9194,59711,59722,59750,59751,60731,60755,60775,60781,60812,60813,60822,60823,60836,60839,60847,60887,60888,60944,60966","10492,10493,10494"
105,canalisateur / canalisatrice,"Le canalisateur installe des canalisations pour distribuer l'eau potable, évacuer les eaux usées et transporter le gaz. De belles perspectives d'embauche notamment pour moderniser les réseaux publics !"," <h1> canalisateur / canalisatrice </h1> <h2> Nature du travail </h2> <h3> Utilisation de laser et outils téléguidés </h3>  <p> Selon les contraintes imposées par le chantier et son degré de complexité, le canalisateur utilise des techniques de pointe pour effectuer des tâches délicates. Il peut détecter les canalisations existantes, poser des tuyaux en pente à l'aide de laser, assembler des matériaux en plastique souple en utilisant une machine à souder automatisée, ou encore passer des canalisations sous une voie ferrée ou un carrefour routier en pilotant à distance des outils de forage téléguidés. </p>  <h3> Percement des tranchées et remise en état  </h3>  <p> Le canalisateur perce des tranchées à la pelle mécanique selon les plans du maître d'oeuvre et installe les conduites sur de longues distances. Il effectue ensuite les raccordements et aménage des ouvertures qui permettent l'accès aux canalisations pour les réparations et les visites d'entretien. Par des essais de pression avec de l'eau ou de la fumée, il détecte les fuites éventuelles. Une fois le travail sur les canalisations terminé, il remet en état la chaussée, les trottoirs et les caniveaux. </p>  <h3> Distribution et évacuation </h3>  <p> Ce professionnel pose les canalisations d'eau pour les particuliers ou les collectivités. Il construit les réseaux souterrains de distribution qui permettent d'acheminer l'eau potable depuis les châteaux d'eau jusqu'aux utilisateurs, puis en sens inverse d'évacuer les eaux usées vers les stations d'épuration. Il installe également les réseaux de câbles électriques, de conduites de gaz et désormais de câbles de télévision. Enfin, il assure l'entretien des installations existantes en appliquant des techniques innovantes. </p>  <h2> Compétences requises </h2> <h3> Mobilité et capacités d'adaptation </h3>  <p> Mieux vaut aimer bouger pour exercer ce métier, car le canalisateur se déplace en fonction des chantiers. Selon l'éloignement des sites, il part pour la journée, parfois pour la semaine. Il faut donc être disponible mais aussi posséder de bonnes facultés d'adaptation pour s'intégrer rapidement à une équipe sur des chantiers variés. </p>  <h3> Habileté et résistance </h3>  <p> Le canalisateur doit être habile de ses mains et posséder, en outre, des notions en maçonnerie lors de la construction de réservoirs ou de stations de traitement des eaux. Il lui faut aussi être robuste et résistant physiquement, car il travaille en permanence à l'extérieur, quel que soit le temps. </p>  <h3> Esprit d'équipe et connaissances techniques </h3>  <p> Dans ce métier, l'expérience du terrain prime. La volonté d'apprendre et l'esprit d'équipe permettent d'acquérir l'ensemble des méthodes de travail. Polyvalent et autonome, le canalisateur sait adapter ses techniques à l'environnement d'un chantier. Il maîtrise la lecture de plans et schémas, le guidage d'engins, le traçage d'angles et de pentes, la prise d'aplomb et le niveau. Il est également amené à utiliser des appareils de mesures topographiques. </p> ",1466,15,,"714,749,787,804,1230,1435,2157,3067,3301,4196,4307,9194,10141,59711,59739,59750,60781,60822,60823,60858,60866,60895,60917,60944,61021","10489,10490,10491,10094"
