,intitule,code_rome,score,X1,X2,cluster,Métier_onisep_1,Métier_onisep_2,Métier_onisep_3,Métier_onisep_4,Métier_onisep_5,Métier_onisep_6,Métier_onisep_7,Métier_onisep_8,Métier_onisep_9,Métier_onisep_10,Métier_onisep_11,Métier_onisep_12,Métier_onisep_13,Métier_onisep_14,Métier_onisep_15,Métier_onisep_16,Métier_onisep_17,Métier_onisep_18,Métier_onisep_19,Métier_onisep_20,Métier_onisep_21,Métier_onisep_22,Métier_onisep_23,Métier_onisep_24,Métier_onisep_25,Métier_onisep_26,Métier_onisep_27,Métier_onisep_28,Métier_onisep_29,Métier_onisep_30,Métier_onisep_31,Métier_onisep_32,Métier_onisep_33,Métier_onisep_34,Métier_onisep_35,Métier_onisep_36,Métier_onisep_37,Métier_onisep_38,Métier_onisep_39,Métier_onisep_40,Métier_onisep_41,Métier_onisep_42,Métier_onisep_43,Métier_onisep_44,Métier_onisep_45,Métier_onisep_46,Métier_onisep_47,Métier_onisep_48
425,Sécurité et surveillance privées,K2503,-0.15162161383751402,-23.056197646278,45.202590520722,89,agent / agente de sûreté ferroviaire,agent / agente de sécurité,convoyeur / convoyeuse de fonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Management de sécurité privée,K2502,-0.15162161383751402,5.55408009580377,6.493023219749791,47,enquêteur privé / enquêtrice privée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Gardiennage de locaux,K2501,-0.15162161383751402,-60.18062392197739,-1.45954743328868,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,"Recherche en sciences de l'univers, de la matière et du vivant",K2402,-0.15162161383751402,17.400879388651,-11.3956666135486,65,zoologiste,botaniste,océanologue,technicien / technicienne en optique de précision,ergonome,astrophysicien / astrophysicienne,biologiste en environnement,chercheur / chercheuse en biologie,chercheur / chercheuse en chimie,biostatisticien / biostatisticienne,chercheur / chercheuse en physique,optronicien / optronicienne,climatologue,bactériologiste,généticien / généticienne,microbiologiste,histologiste,ingénieur / ingénieure de la police technique et scientifique,ingénieur / ingénieure de recherche clinique et épidémiologique,ingénieur / ingénieure mathématicien /mathématicienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Recherche en sciences de l'homme et de la société,K2401,-0.15162161383751402,23.062301666730498,-4.5496729018948,59,ethnologue,archéologue,sociologue,démographe,linguiste,paléontologue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Supervision d'exploitation éco-industrielle,K2306,-0.15162161383751402,8.09385404916415,0.542240454940177,68,technicien / technicienne en traitement des déchets,technicien / technicienne d'exploitation de l'eau,chef de station de traitement des eaux,chef d'exploitation d'usine d'incinération,responsable de réseau eau potable,responsable de site de traitement des déchets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Salubrité et traitement de nuisibles,K2305,-0.15162161383751402,-55.420393283318795,33.3509368895497,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Revalorisation de produits industriels,K2304,-0.15162161383751402,-8.099566045559339,-37.2725173130316,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Nettoyage des espaces urbains,K2303,-0.15162161383751402,-64.36297746282911,-2.72157303203346,79,agent / agente de propreté urbaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Management et inspection en environnement urbain,K2302,-0.15162161383751402,7.60824623384954,1.30427736283403,68,responsable de la collecte des déchets ménagers,responsable de réseau d'assainissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Distribution et assainissement d'eau,K2301,-0.15162161383751402,-2.25802320506637,-38.43984227297079,74,technicien / technicienne d'exploitation de l'eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Nettoyage de locaux,K2204,-0.15162161383751402,-64.8682903029422,3.78943990751823,58,agent / agente de propreté et d'hygiène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Lavage de vitres,K2202,-0.15162161383751402,-62.240791033571604,-1.54716351700331,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Conseil en services funéraires,K2602,-0.15162161383751402,0.924119785938465,37.039116494917394,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Blanchisserie industrielle,K2201,-0.15162161383751402,-27.1146075475132,-21.131358807783602,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Orientation scolaire et professionnelle,K2112,-0.15162161383751402,23.1125365186269,43.3198612023129,90,conseiller / conseillère d'orientation-psychologue,psychologue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Formation professionnelle,K2111,-0.15162161383751402,-11.038802537494199,69.9598215211048,55,formateur / formatrice d'adultes,formateur / formatrice en informatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Formation en conduite de véhicules,K2110,-0.15162161383751402,-8.216807813563129,67.0840901755105,55,enseignant / enseignante de la conduite automobile et de la sécurité routière,inspecteur / inspectrice du permis de conduire et de la sécurité routière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Enseignement technique et professionnel,K2109,-0.15162161383751402,-9.675887404836619,68.8925978337526,55,professeur / professeure dans l'enseignement agricole,enseignant spécialisé / enseignante spécialisée,professeur / professeure de lycée professionnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Enseignement supérieur,K2108,-0.15162161383751402,-7.29485133680169,67.39959205076329,55,enseignant-chercheur / enseignante-chercheuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Enseignement général du second degré,K2107,-0.15162161383751402,-9.513882435437731,68.11915648011811,55,professeur / professeure de collège et de lycée,enseignant / enseignante d'art,professeur / professeure d'éducation physique et sportive (EPS),professeur / professeure de mathématiques ou de physique-chimie,professeur-documentaliste / professeure-documentaliste,enseignant / enseignante humanitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Enseignement des écoles,K2106,-0.15162161383751402,-9.920946759177289,66.0535085722737,55,professeur des écoles / professeure des écoles,enseignant spécialisé / enseignante spécialisée,enseignant / enseignante humanitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Enseignement artistique,K2105,-0.15162161383751402,-8.792180346864459,70.1822104382656,55,professeur / professeure de musique et de danse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Direction d'établissement et d'enseignement,K2103,-0.15162161383751402,2.4115859019379,15.1106405281385,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Coordination pédagogique,K2102,-0.15162161383751402,20.213738797088197,35.1188584317736,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Conseil en formation,K2101,-0.15162161383751402,24.8530946411909,43.62454534047421,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Conduite d'opérations funéraires,K2601,-0.15162161383751402,-0.22175434236278002,35.0998526512809,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Thanatopraxie,K2603,-0.15162161383751402,-42.584363531809004,24.2303866202138,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Direction de petite ou moyenne entreprise,M1302,-0.15162161383751402,14.227968586756,13.9404400222791,88,assistant / assistante de gestion en PME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Image cinématographique et télévisuelle,L1505,-0.15162161383751402,-8.66178994271301,-26.0584513926443,43,cadreur / cadreuse,directeur / directrice de la photographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Direction de grande entreprise ou d'établissement public,M1301,-0.15162161383751402,13.519495908550198,13.2064583873371,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Trésorerie et financement,M1207,-0.15162161383751402,60.998882104681606,40.8063322427179,24,credit manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Management de groupe ou de service comptable,M1206,-0.15162161383751402,57.917302497576706,38.716301116708294,19,chef / cheffe comptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Direction administrative et financière,M1205,-0.15162161383751402,54.9954119055748,39.6796887938807,19,salesman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Contrôle de gestion,M1204,-0.15162161383751402,59.2857464622562,40.0556273596563,24,contrôleur / contrôleuse de gestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Audit et contrôle comptables et financiers,M1202,-0.15162161383751402,57.2917980606649,38.081900738311,19,expert-comptable / experte-comptable,auditeur / auditrice interne,auditeur / auditrice externe,inspecteur / inspectrice de banque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Analyse et ingénierie financière,M1201,-0.15162161383751402,64.5128626085587,41.79919168992,24,analyste financier / financière,manager de risques,conseiller / conseillère en fusions-acquisitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Direction des achats,M1102,-0.15162161383751402,19.7540216694755,9.98253970145492,39,responsable achats en chimie,responsable approvisionnement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Régie générale,L1509,-0.15162161383751402,-26.762749913292797,-7.59172297667291,95,régisseur / régisseuse de spectacles,mixeur / mixeuse son,régisseur général / régisseuse générale cinéma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Prise de son et sonorisation,L1508,-0.15162161383751402,-9.135501412977028,-27.4405861553341,43,ingénieur / ingénieure du son,technicien réalisateur / technicienne réalisatrice radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Montage audiovisuel et post-production,L1507,-0.15162161383751402,-8.89756092058206,-23.454559393695103,42,chef monteur / cheffe monteuse,mixeur / mixeuse son,designer sonore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Machinerie spectacle,L1506,-0.15162161383751402,-33.3301558944708,-9.478912899770462,94,machiniste-constructeur / constructrice ou plateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Éclairage spectacle,L1504,-0.15162161383751402,-4.58932851202998,-36.330829124930204,74,éclairagiste,régisseur / régisseuse lumière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Animation musicale et scénique,L1101,-0.15162161383751402,-10.6938773379207,-27.963164615208804,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Décor et accessoires spectacle,L1503,-0.15162161383751402,-29.023726776423803,-21.737824258464602,33,décorateur / décoratrice-scénographe,accessoiriste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Costume et habillage spectacle,L1502,-0.15162161383751402,-46.8632258157158,-58.076341677098895,14,costumier / costumière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Coiffure et maquillage spectacle,L1501,-0.15162161383751402,-34.1567722305359,65.7977681068943,31,maquilleur / maquilleuse artistique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Sportif professionnel,L1401,-0.15162161383751402,1.71596087187246,6.16981959700613,47,"lad-jockey, lad-driver",sportif / sportive de haut niveau,entraîneur / entraîneuse de chevaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Réalisation cinématographique et audiovisuelle,L1304,-0.15162161383751402,-11.7239972997676,-11.3744350813957,93,assistant réalisateur / assistante réalisatrice,scripte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Promotion d'artistes et de spectacles,L1303,-0.15162161383751402,-2.82221647573682,31.72779214552,41,agent / agente artistique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Production et administration spectacle, cinéma et audiovisuel",L1302,-0.15162161383751402,25.905715421761602,26.0299840770611,36,responsable de projets culturels,chargé / chargée de production,administrateur / administratrice de spectacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Mise en scène de spectacles vivants,L1301,-0.15162161383751402,-11.7259008561889,-11.365291571507699,93,metteur / metteuse en scène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Arts du cirque et arts visuels,L1204,-0.15162161383751402,-45.2830926089599,16.8012921563185,92,dresseur / dresseuse d'animaux,artiste de cirque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Musique et chant,L1202,-0.15162161383751402,-41.827066521204706,19.5707185559825,92,musicien / musicienne,chanteur / chanteuse,auteur-compositeur interprète / auteure-compositrice interprète,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Danse,L1201,-0.15162161383751402,-42.506271515177495,20.5532013380367,92,danseur / danseuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Mannequinat et pose artistique,L1102,-0.15162161383751402,-42.594421559994004,22.335797359723202,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Moulage sable,H2910,-0.15162161383751402,3.5849900108127404,-55.2192737381414,77,mouleur-noyauteur / mouleuse-noyauteuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Montage et câblage électronique,H2605,-0.15162161383751402,-1.6780634708513502,-32.5857926080181,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Modelage de matériaux non métalliques,H2908,-0.15162161383751402,-51.6169796381942,-33.5796233063024,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Soins esthétiques et corporels,D1208,-0.15162161383751402,-42.833145207298706,26.0499370491918,32,esthéticien-cosméticien / esthéticienne-cosméticienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Management en force de vente,D1406,-0.15162161383751402,21.7230138379674,20.0480578663101,36,chef / cheffe des ventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Conseil en information médicale,D1405,-0.15162161383751402,24.995067430641697,7.23549854783518,35,visiteur médical / visiteuse médicale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Relation commerciale en vente de véhicules,D1404,-0.15162161383751402,32.6914707944497,25.9952789267553,34,vendeur-magasinier / vendeuse-magasinière en fournitures automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Relation commerciale auprès de particuliers,D1403,-0.15162161383751402,32.960587507083396,25.210996466487103,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Relation commerciale grands comptes et entreprises,D1402,-0.15162161383751402,33.384849223131496,24.4426636721879,34,commercial / commerciale export,vendeur-conseil / vendeuse-conseil en matériel agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Assistanat commercial,D1401,-0.15162161383751402,35.0182001619768,24.8735387521375,34,attaché commercial / attachée commerciale,assistant commercial / assistante commerciale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Management de magasin de détail,D1301,-0.15162161383751402,2.3734622590401604,37.0643329530363,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Vente en habillement et accessoires de la personne,D1214,-0.15162161383751402,1.26937406157604,43.587819560917,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Vente en gros de matériel et équipement,D1213,-0.15162161383751402,10.740273196406699,39.8932208242589,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Vente en décoration et équipement du foyer,D1212,-0.15162161383751402,2.8904363509737303,43.070432930170604,30,vendeur / vendeuse en micro-informatique et multimédia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Vente en articles de sport et loisirs,D1211,-0.15162161383751402,3.89180712077794,43.6795520999623,30,libraire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Vente en animalerie,D1210,-0.15162161383751402,51.79858406098371,-40.701403556279395,9,vendeur / vendeuse en animalerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Vente de végétaux,D1209,-0.15162161383751402,18.7651999359195,62.0966153894744,8,fleuriste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Retouches en habillement,D1207,-0.15162161383751402,-43.20143748155729,-62.9682369172968,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Management de projet immobilier,C1503,-0.15162161383751402,43.2825531886944,21.1000002379784,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Réparation d'articles en cuir et matériaux souples,D1206,-0.15162161383751402,-42.64313293085279,-62.9892221109699,15,cordonnier / cordonnière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Nettoyage d'articles textiles ou cuirs,D1205,-0.15162161383751402,-27.377168627287197,-22.2822016364168,33,employé / employée de pressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Location de véhicules ou de matériel de loisirs,D1204,-0.15162161383751402,-2.51319683653867,39.1853433141688,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Hydrothérapie,D1203,-0.15162161383751402,-42.7591776087682,25.4684860008707,32,agent hydrothermal / agente hydrothermale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Coiffure,D1202,-0.15162161383751402,-34.1610807418396,65.7827801064788,31,coiffeur / coiffeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Achat vente d'objets d'art, anciens ou d'occasion",D1201,-0.15162161383751402,2.7634282283408,41.1190483520871,30,antiquaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Vente en gros de produits frais,D1107,-0.15162161383751402,10.4319616979498,39.6975157727344,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Vente en alimentation,D1106,-0.15162161383751402,16.33235273925,73.55765167384679,28,vendeur / vendeuse en magasin,commerçant / commerçante en alimentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Poissonnerie,D1105,-0.15162161383751402,19.7532798588846,75.7568331196767,7,poissonnier / poissonnière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Pâtisserie, confiserie, chocolaterie et glacerie",D1104,-0.15162161383751402,18.018755986501397,78.7171964232954,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Charcuterie - traiteur,D1103,-0.15162161383751402,18.8822820143075,78.6620361181842,7,charcutier-traiteur / charcutière-traiteuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Boulangerie - viennoiserie,D1102,-0.15162161383751402,18.1654152402725,76.7886201903497,7,boulanger / boulangère,pâtissier / pâtissière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Boucherie,D1101,-0.15162161383751402,19.760771014803897,77.1880589687616,7,boucher / bouchère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Relation technico-commerciale,D1407,-0.15162161383751402,33.3428571841928,23.028914737171696,34,ingénieur technico-commercial / ingénieure technico-commerciale,technico-commercial / technico-commerciale en agroalimentaire,ingénieur technico-commercial / ingénieure technico-commerciale en informatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Téléconseil et télévente,D1408,-0.15162161383751402,17.1889541007403,22.6209124934577,36,télévendeur / télévendeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Animation de vente,D1501,-0.15162161383751402,0.6904564780181479,38.2141094696863,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Management/gestion de rayon produits alimentaires,D1502,-0.15162161383751402,10.6991519162147,31.0163484698922,37,chef / cheffe de rayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Direction de chantier du BTP,F1202,-0.15162161383751402,4.5879867285663,7.68025539753528,47,chef / cheffe de chantier en installations électriques,chef de chantier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Conduite de travaux du BTP,F1201,-0.15162161383751402,38.2946196693665,17.8922715614437,26,conducteur / conductrice de travaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Métré de la construction,F1108,-0.15162161383751402,41.4441178833769,18.2526289013605,26,géomètre-topographe,économiste de la construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Ingénierie et études du BTP,F1106,-0.15162161383751402,42.293039310507396,15.072346004363501,26,ingénieur / ingénieure du BTP,domoticien / domoticienne,conseiller / conseillère espace info-énergie,ingénieur / ingénieure en génie climatique,ingénieur / ingénieure efficacité énergétique du bâtiment,ingénieur / ingénieure structures,chargé / chargée d'affaires en génie climatique,chargé / chargée de recherche en acoustique musicale,ingénieur en acoustique,ingénieur / ingénieure d'affaires en génie électrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Études géologiques,F1105,-0.15162161383751402,-1.39220987821397,-8.53338552768085,46,géologue,géophysicien / géophysicienne,océanologue,géothermicien / géothermicienne,technicien pétrolier / technicienne pétrolière,géotechnicien / géotechnicienne,géochimiste,géologue minier / minière,hydrogéologue,pédologue,ingénieur / ingénieure hydroécologue,ingénieur / ingénieure réservoir,géologue modélisateur / modélisatrice,ingénieur / ingénieure hydrogéomorphologue,hydrologue,volcanologue,glaciologue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Dessin BTP,F1104,-0.15162161383751402,2.4903356959453,-7.1111162937837005,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Conception - aménagement d'espaces intérieurs,F1102,-0.15162161383751402,-45.1865182446041,-41.9974254312548,16,architecte d'intérieur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Architecture du BTP,F1101,-0.15162161383751402,42.4665249598264,12.556431886071598,26,architecte,programmiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Développement et promotion publicitaire,E1401,-0.15162161383751402,22.868678058235698,21.2811746651541,36,chef / cheffe de publicité,directeur / directrice de création,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Intervention technique en industrie graphique,E1308,-0.15162161383751402,66.7557507866072,-11.0103963895014,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Reprographie,E1307,-0.15162161383751402,68.9526858177038,-9.98949462228856,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Façonnage et routage,E1304,-0.15162161383751402,-24.5353073534824,-19.166774399222398,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Encadrement des industries graphiques,E1303,-0.15162161383751402,66.1255024352332,-11.7949372676841,44,chef / cheffe de fabrication des industries graphiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Conduite de machines de façonnage routage,E1302,-0.15162161383751402,-9.18702289922642,-66.5428764128496,45,façonnier / façonnière des industries graphiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Conduite de machines d'impression,E1301,-0.15162161383751402,-9.86548092084585,-65.93752197014,45,conducteur / conductrice de machines à imprimer,sérigraphe,façonnier / façonnière des industries graphiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Projection cinéma,E1204,-0.15162161383751402,-7.74109070847795,-29.4615145272317,43,projectionniste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Production en laboratoire photographique,E1203,-0.15162161383751402,-9.029000434325619,-21.635567026272604,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Production en laboratoire cinématographique,E1202,-0.15162161383751402,-8.982842396743571,-22.468829712527498,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Photographie,E1201,-0.15162161383751402,-9.095632160417109,-20.2935685077476,42,photographe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Organisation d'évènementiel,E1107,-0.15162161383751402,-2.47387901050664,31.8387060535671,41,chargé / chargée de projet événementiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Management de département en grande distribution,D1509,-0.15162161383751402,23.192530994334398,18.474510239091,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Encadrement du personnel de caisses,D1508,-0.15162161383751402,-0.259826103936933,39.3124281620727,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mise en rayon libre-service,D1507,-0.15162161383751402,8.322444094724341,33.9872260768354,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Marchandisage,D1506,-0.15162161383751402,18.989687349380397,22.123651794475396,36,marchandiseur / marchandiseuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Personnel de caisse,D1505,-0.15162161383751402,-0.112959730478893,40.9725948874639,22,caissier / caissière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
